town	year	value	cat	county
North Attleboro	2021	525000	house_price	NA
North Attleboro	2020	437500	house_price	NA
North Attleboro	2019	415000	house_price	NA
North Attleboro	2018	380000	house_price	NA
North Attleboro	2016	349900	house_price	NA
North Attleboro	2015	322700	house_price	NA
North Attleboro	2014	366387	house_price	NA
North Reading	2021	730000	house_price	Middlesex
North Reading	2020	645000	house_price	Middlesex
North Reading	2019	564950	house_price	Middlesex
North Reading	2018	555000	house_price	Middlesex
North Reading	2016	522500	house_price	Middlesex
North Reading	2015	488500	house_price	Middlesex
North Reading	2014	548258	house_price	Middlesex
Norton	2021	495000	house_price	Bristol
Norton	2020	407000	house_price	Bristol
Norton	2019	378500	house_price	Bristol
Norton	2018	379000	house_price	Bristol
Norton	2016	345000	house_price	Bristol
Norton	2015	321750	house_price	Bristol
Norton	2014	306664	house_price	Bristol
Norwell	2021	850000	house_price	Plymouth
Norwell	2020	725000	house_price	Plymouth
Norwell	2019	652500	house_price	Plymouth
Norwell	2018	637500	house_price	Plymouth
Norwell	2016	630000	house_price	Plymouth
Norwell	2015	607500	house_price	Plymouth
Norwell	2014	617601	house_price	Plymouth
Norwood	2021	610000	house_price	Norfolk
Norwood	2020	550000	house_price	Norfolk
Norwood	2019	479900	house_price	Norfolk
Norwood	2018	475000	house_price	Norfolk
Norwood	2016	425000	house_price	Norfolk
Norwood	2015	410000	house_price	Norfolk
Norwood	2014	409902	house_price	Norfolk
Peabody	2021	611500	house_price	Essex
Peabody	2020	525000	house_price	Essex
Peabody	2019	453000	house_price	Essex
Peabody	2018	445000	house_price	Essex
Peabody	2016	390000	house_price	Essex
Peabody	2015	366750	house_price	Essex
Peabody	2014	365580	house_price	Essex
Pembroke	2021	535000	house_price	Plymouth
Pembroke	2020	450000	house_price	Plymouth
Pembroke	2019	428900	house_price	Plymouth
Pembroke	2018	4e+05	house_price	Plymouth
Pembroke	2016	366750	house_price	Plymouth
Pembroke	2015	338500	house_price	Plymouth
Pembroke	2014	361967	house_price	Plymouth
Pepperell	2021	480000	house_price	Middlesex
Pepperell	2020	420000	house_price	Middlesex
Pepperell	2019	384900	house_price	Middlesex
Pepperell	2018	350000	house_price	Middlesex
Pepperell	2016	349900	house_price	Middlesex
Pepperell	2015	311500	house_price	Middlesex
Pepperell	2014	315139	house_price	Middlesex
Plainville	2021	535000	house_price	Norfolk
Plainville	2020	458000	house_price	Norfolk
Plainville	2019	390000	house_price	Norfolk
Plainville	2018	362500	house_price	Norfolk
Plainville	2016	370000	house_price	Norfolk
Plainville	2015	341000	house_price	Norfolk
Plainville	2014	350609	house_price	Norfolk
Plymouth	2021	5e+05	house_price	Plymouth
Plymouth	2020	450000	house_price	Plymouth
Plymouth	2019	398810	house_price	Plymouth
Plymouth	2018	380000	house_price	Plymouth
Plymouth	2016	329900	house_price	Plymouth
Plymouth	2015	330000	house_price	Plymouth
Plymouth	2014	353690	house_price	Plymouth
Plympton	2021	557500	house_price	Plymouth
Plympton	2020	449900	house_price	Plymouth
Plympton	2019	448000	house_price	Plymouth
Plympton	2018	430000	house_price	Plymouth
Plympton	2016	374000	house_price	Plymouth
Plympton	2015	370000	house_price	Plymouth
Plympton	2014	333376	house_price	Plymouth
Quincy	2021	620000	house_price	Norfolk
Quincy	2020	540000	house_price	Norfolk
Quincy	2019	520000	house_price	Norfolk
Quincy	2018	493750	house_price	Norfolk
Quincy	2016	418750	house_price	Norfolk
Quincy	2015	393000	house_price	Norfolk
Quincy	2014	394528	house_price	Norfolk
Randolph	2021	472750	house_price	Norfolk
Randolph	2020	429900	house_price	Norfolk
Randolph	2019	389000	house_price	Norfolk
Randolph	2018	375000	house_price	Norfolk
Randolph	2016	310000	house_price	Norfolk
Randolph	2015	293000	house_price	Norfolk
Randolph	2014	279026	house_price	Norfolk
Raynham	2021	5e+05	house_price	Bristol
Raynham	2020	450000	house_price	Bristol
Raynham	2019	390000	house_price	Bristol
Raynham	2018	420500	house_price	Bristol
Raynham	2016	335500	house_price	Bristol
Raynham	2015	324450	house_price	Bristol
Raynham	2014	351297	house_price	Bristol
Reading	2021	722500	house_price	Middlesex
Reading	2020	665000	house_price	Middlesex
Reading	2019	624950	house_price	Middlesex
Reading	2018	625000	house_price	Middlesex
Reading	2016	525000	house_price	Middlesex
Reading	2015	518500	house_price	Middlesex
Reading	2014	518574	house_price	Middlesex
Revere	2021	540000	house_price	Suffolk
Revere	2020	505000	house_price	Suffolk
Revere	2019	446000	house_price	Suffolk
Revere	2018	435500	house_price	Suffolk
Revere	2016	358750	house_price	Suffolk
Revere	2015	330000	house_price	Suffolk
Revere	2014	289054	house_price	Suffolk
Rockland	2021	440000	house_price	Plymouth
Rockland	2020	370000	house_price	Plymouth
Rockland	2019	355000	house_price	Plymouth
Rockland	2018	340000	house_price	Plymouth
Rockland	2016	282000	house_price	Plymouth
Rockland	2015	276000	house_price	Plymouth
Rockland	2014	303169	house_price	Plymouth
Rockport	2021	808500	house_price	Essex
Rockport	2020	665000	house_price	Essex
Rockport	2019	597500	house_price	Essex
Rockport	2018	625000	house_price	Essex
Rockport	2016	479000	house_price	Essex
Rockport	2015	531250	house_price	Essex
Rockport	2014	576774	house_price	Essex
Rowley	2021	718500	house_price	Essex
Rowley	2020	592500	house_price	Essex
Rowley	2019	579000	house_price	Essex
Rowley	2018	533000	house_price	Essex
Rowley	2016	440000	house_price	Essex
Rowley	2015	455000	house_price	Essex
Rowley	2014	461385	house_price	Essex
Salem	2021	560000	house_price	Essex
Salem	2020	490000	house_price	Essex
Salem	2019	431250	house_price	Essex
Salem	2018	425000	house_price	Essex
Salem	2016	364000	house_price	Essex
Salem	2015	345000	house_price	Essex
Salem	2014	370778	house_price	Essex
Salisbury	2021	5e+05	house_price	Essex
Salisbury	2020	434900	house_price	Essex
Salisbury	2019	378500	house_price	Essex
Salisbury	2018	409000	house_price	Essex
Salisbury	2016	318000	house_price	Essex
Salisbury	2015	340000	house_price	Essex
Salisbury	2014	368160	house_price	Essex
Saugus	2021	550000	house_price	Essex
Saugus	2020	503500	house_price	Essex
Saugus	2019	460000	house_price	Essex
Saugus	2018	445000	house_price	Essex
Saugus	2016	376000	house_price	Essex
Saugus	2015	339900	house_price	Essex
Saugus	2014	346538	house_price	Essex
Scituate	2021	8e+05	house_price	Plymouth
Scituate	2020	674500	house_price	Plymouth
Scituate	2019	615000	house_price	Plymouth
Scituate	2018	589500	house_price	Plymouth
Scituate	2016	515000	house_price	Plymouth
Scituate	2015	499250	house_price	Plymouth
Scituate	2014	605827	house_price	Plymouth
Sharon	2021	675000	house_price	Norfolk
Sharon	2020	595000	house_price	Norfolk
Sharon	2019	550000	house_price	Norfolk
Sharon	2018	530000	house_price	Norfolk
Sharon	2016	510000	house_price	Norfolk
Sharon	2015	510000	house_price	Norfolk
Sharon	2014	539755	house_price	Norfolk
Sherborn	2021	1053000	house_price	Middlesex
Sherborn	2020	882500	house_price	Middlesex
Sherborn	2019	792600	house_price	Middlesex
Sherborn	2018	844000	house_price	Middlesex
Sherborn	2016	745500	house_price	Middlesex
Sherborn	2015	749000	house_price	Middlesex
Sherborn	2014	881714	house_price	Middlesex
Shirley	2021	454475	house_price	Middlesex
Shirley	2020	399950	house_price	Middlesex
Shirley	2019	385000	house_price	Middlesex
Shirley	2018	378500	house_price	Middlesex
Shirley	2016	320000	house_price	Middlesex
Shirley	2015	344000	house_price	Middlesex
Shirley	2014	326005	house_price	Middlesex
Somerville	2021	967500	house_price	Middlesex
Somerville	2020	920000	house_price	Middlesex
Somerville	2019	875000	house_price	Middlesex
Somerville	2018	795000	house_price	Middlesex
Somerville	2016	725000	house_price	Middlesex
Somerville	2015	725000	house_price	Middlesex
Somerville	2014	618848	house_price	Middlesex
Southboro	2020	760000	house_price	NA
Southboro	2019	674950	house_price	NA
Southboro	2018	630000	house_price	NA
Southboro	2015	574200	house_price	NA
Southboro	2014	623224	house_price	NA
Southborough	2021	825000	house_price	Worcester
Southborough	2016	550000	house_price	Worcester
Stoneham	2021	702480	house_price	Middlesex
Stoneham	2020	6e+05	house_price	Middlesex
Stoneham	2019	560000	house_price	Middlesex
Stoneham	2018	560000	house_price	Middlesex
Stoneham	2016	489500	house_price	Middlesex
Stoneham	2015	465250	house_price	Middlesex
Stoneham	2014	461819	house_price	Middlesex
Stoughton	2021	5e+05	house_price	Norfolk
Stoughton	2020	440000	house_price	Norfolk
Stoughton	2019	410000	house_price	Norfolk
Stoughton	2018	380000	house_price	Norfolk
Stoughton	2016	340000	house_price	Norfolk
Stoughton	2015	315000	house_price	Norfolk
Stoughton	2014	329006	house_price	Norfolk
Stow	2021	666000	house_price	Middlesex
Stow	2020	578750	house_price	Middlesex
Stow	2019	557625	house_price	Middlesex
Stow	2018	566250	house_price	Middlesex
Stow	2016	506000	house_price	Middlesex
Stow	2015	465000	house_price	Middlesex
Stow	2014	501153	house_price	Middlesex
Sudbury	2021	1024500	house_price	Middlesex
Sudbury	2020	819000	house_price	Middlesex
Sudbury	2019	760000	house_price	Middlesex
Sudbury	2018	749950	house_price	Middlesex
Sudbury	2016	7e+05	house_price	Middlesex
Sudbury	2015	685000	house_price	Middlesex
Sudbury	2014	769208	house_price	Middlesex
Swampscott	2021	690000	house_price	Essex
Swampscott	2020	630000	house_price	Essex
Swampscott	2019	590000	house_price	Essex
Swampscott	2018	580000	house_price	Essex
Swampscott	2016	481750	house_price	Essex
Swampscott	2015	460000	house_price	Essex
Swampscott	2014	516432	house_price	Essex
Taunton	2021	413150	house_price	Bristol
Taunton	2020	355000	house_price	Bristol
Taunton	2019	324000	house_price	Bristol
Taunton	2018	313000	house_price	Bristol
Taunton	2016	274000	house_price	Bristol
Taunton	2015	250000	house_price	Bristol
Taunton	2014	244234	house_price	Bristol
Tewksbury	2021	577000	house_price	Middlesex
Tewksbury	2020	5e+05	house_price	Middlesex
Tewksbury	2019	450000	house_price	Middlesex
Tewksbury	2018	439000	house_price	Middlesex
Tewksbury	2016	388000	house_price	Middlesex
Tewksbury	2015	372000	house_price	Middlesex
Tewksbury	2014	374168	house_price	Middlesex
Topsfield	2021	787500	house_price	Essex
Topsfield	2020	665000	house_price	Essex
Topsfield	2019	627500	house_price	Essex
Topsfield	2018	597500	house_price	Essex
Topsfield	2016	610000	house_price	Essex
Topsfield	2015	513125	house_price	Essex
Topsfield	2014	608029	house_price	Essex
Townsend	2021	410000	house_price	Middlesex
Townsend	2020	340000	house_price	Middlesex
Townsend	2019	313500	house_price	Middlesex
Townsend	2018	303500	house_price	Middlesex
Townsend	2016	256900	house_price	Middlesex
Townsend	2015	265000	house_price	Middlesex
Townsend	2014	240312	house_price	Middlesex
Tyngsborough	2021	550500	house_price	Middlesex
Tyngsborough	2020	485000	house_price	Middlesex
Tyngsborough	2019	417500	house_price	Middlesex
Tyngsborough	2018	430000	house_price	Middlesex
Tyngsborough	2016	375000	house_price	Middlesex
Tyngsborough	2015	360000	house_price	Middlesex
Tyngsborough	2014	370486	house_price	Middlesex
Wakefield	2021	687500	house_price	Middlesex
Wakefield	2020	625000	house_price	Middlesex
Wakefield	2019	570000	house_price	Middlesex
Wakefield	2018	555000	house_price	Middlesex
Wakefield	2016	485000	house_price	Middlesex
Wakefield	2015	463500	house_price	Middlesex
Wakefield	2014	468420	house_price	Middlesex
Walpole	2021	620000	house_price	Norfolk
Walpole	2020	570000	house_price	Norfolk
Walpole	2019	531717	house_price	Norfolk
Walpole	2018	545000	house_price	Norfolk
Walpole	2016	470000	house_price	Norfolk
Walpole	2015	505000	house_price	Norfolk
Walpole	2014	518052	house_price	Norfolk
Waltham	2021	705000	house_price	Middlesex
Waltham	2020	670000	house_price	Middlesex
Waltham	2019	615000	house_price	Middlesex
Waltham	2018	607500	house_price	Middlesex
Waltham	2016	525000	house_price	Middlesex
Waltham	2015	476000	house_price	Middlesex
Waltham	2014	483297	house_price	Middlesex
Watertown	2021	785000	house_price	Middlesex
Watertown	2020	717500	house_price	Middlesex
Watertown	2019	714950	house_price	Middlesex
Watertown	2018	670000	house_price	Middlesex
Watertown	2016	621000	house_price	Middlesex
Watertown	2015	560000	house_price	Middlesex
Watertown	2014	568688	house_price	Middlesex
Wayland	2021	1e+06	house_price	Middlesex
Wayland	2020	801000	house_price	Middlesex
Wayland	2019	750000	house_price	Middlesex
Wayland	2018	787000	house_price	Middlesex
Wayland	2016	720000	house_price	Middlesex
Wayland	2015	705000	house_price	Middlesex
Wayland	2014	782193	house_price	Middlesex
Wellesley	2021	1655000	house_price	Norfolk
Wellesley	2020	1610000	house_price	Norfolk
Wellesley	2019	1450000	house_price	Norfolk
Wellesley	2018	1437500	house_price	Norfolk
Wellesley	2016	1290000	house_price	Norfolk
Wellesley	2015	1234250	house_price	Norfolk
Wellesley	2014	1482819	house_price	Norfolk
Wenham	2021	865000	house_price	Essex
Wenham	2020	788750	house_price	Essex
Wenham	2019	690000	house_price	Essex
Wenham	2018	699900	house_price	Essex
Wenham	2016	563000	house_price	Essex
Wenham	2015	517500	house_price	Essex
Wenham	2014	690031	house_price	Essex
West Bridgewater	2021	467500	house_price	Plymouth
West Bridgewater	2020	415000	house_price	Plymouth
West Bridgewater	2019	366750	house_price	Plymouth
West Bridgewater	2018	369000	house_price	Plymouth
West Bridgewater	2016	305000	house_price	Plymouth
West Bridgewater	2015	296500	house_price	Plymouth
West Bridgewater	2014	331982	house_price	Plymouth
West Newbury	2021	825000	house_price	Essex
West Newbury	2020	680000	house_price	Essex
West Newbury	2019	617500	house_price	Essex
West Newbury	2018	553650	house_price	Essex
West Newbury	2016	569500	house_price	Essex
West Newbury	2015	535000	house_price	Essex
West Newbury	2014	548202	house_price	Essex
Westford	2021	745000	house_price	Middlesex
Westford	2020	662500	house_price	Middlesex
Westford	2019	607005	house_price	Middlesex
Westford	2018	585000	house_price	Middlesex
Westford	2016	501250	house_price	Middlesex
Westford	2015	488750	house_price	Middlesex
Westford	2014	533405	house_price	Middlesex
Weston	2021	2105000	house_price	Middlesex
Weston	2020	1596000	house_price	Middlesex
Weston	2019	1455000	house_price	Middlesex
Weston	2018	1537500	house_price	Middlesex
Weston	2016	1465000	house_price	Middlesex
Weston	2015	1480000	house_price	Middlesex
Weston	2014	1867421	house_price	Middlesex
Westwood	2021	1049000	house_price	Norfolk
Westwood	2020	880000	house_price	Norfolk
Westwood	2019	768250	house_price	Norfolk
Westwood	2018	780000	house_price	Norfolk
Westwood	2016	668500	house_price	Norfolk
Westwood	2015	659000	house_price	Norfolk
Westwood	2014	791668	house_price	Norfolk
Weymouth	2021	535000	house_price	Norfolk
Weymouth	2020	462250	house_price	Norfolk
Weymouth	2019	425000	house_price	Norfolk
Weymouth	2018	410000	house_price	Norfolk
Weymouth	2016	355000	house_price	Norfolk
Weymouth	2015	336500	house_price	Norfolk
Weymouth	2014	342071	house_price	Norfolk
Whitman	2021	442500	house_price	Plymouth
Whitman	2020	401000	house_price	Plymouth
Whitman	2019	362000	house_price	Plymouth
Whitman	2018	330500	house_price	Plymouth
Whitman	2016	324000	house_price	Plymouth
Whitman	2015	290000	house_price	Plymouth
Whitman	2014	289481	house_price	Plymouth
Wilmington	2021	626000	house_price	Middlesex
Wilmington	2020	590000	house_price	Middlesex
Wilmington	2019	550000	house_price	Middlesex
Wilmington	2018	537950	house_price	Middlesex
Wilmington	2016	440000	house_price	Middlesex
Wilmington	2015	438550	house_price	Middlesex
Wilmington	2014	426580	house_price	Middlesex
Winchester	2021	1349500	house_price	Middlesex
Winchester	2020	1250750	house_price	Middlesex
Winchester	2019	1150000	house_price	Middlesex
Winchester	2018	1189500	house_price	Middlesex
Winchester	2016	1062500	house_price	Middlesex
Winchester	2015	950250	house_price	Middlesex
Winchester	2014	1011256	house_price	Middlesex
Winthrop	2021	665000	house_price	Suffolk
Winthrop	2020	577000	house_price	Suffolk
Winthrop	2019	502500	house_price	Suffolk
Winthrop	2018	523000	house_price	Suffolk
Winthrop	2016	415000	house_price	Suffolk
Winthrop	2015	375000	house_price	Suffolk
Winthrop	2014	364059	house_price	Suffolk
Woburn	2021	630000	house_price	Middlesex
Woburn	2020	567500	house_price	Middlesex
Woburn	2019	530000	house_price	Middlesex
Woburn	2018	499950	house_price	Middlesex
Woburn	2016	430000	house_price	Middlesex
Woburn	2015	415000	house_price	Middlesex
Woburn	2014	413007	house_price	Middlesex
Wrentham	2021	6e+05	house_price	Norfolk
Wrentham	2020	587000	house_price	Norfolk
Wrentham	2019	534913	house_price	Norfolk
Wrentham	2018	5e+05	house_price	Norfolk
Wrentham	2016	464750	house_price	Norfolk
Wrentham	2015	447000	house_price	Norfolk
Wrentham	2014	470139	house_price	Norfolk
Abington	2010	16043	population	Plymouth
Abington	2011	16076	population	Plymouth
Abington	2012	16095	population	Plymouth
Abington	2013	16164	population	Plymouth
Abington	2014	16230	population	Plymouth
Abington	2015	16266	population	Plymouth
Abington	2016	16335	population	Plymouth
Abington	2017	16417	population	Plymouth
Abington	2018	16532	population	Plymouth
Abington	2019	16668	population	Plymouth
Acton	2010	21983	population	Middlesex
Acton	2011	22274	population	Middlesex
Acton	2012	22676	population	Middlesex
Acton	2013	22928	population	Middlesex
Acton	2014	23256	population	Middlesex
Acton	2015	23488	population	Middlesex
Acton	2016	23607	population	Middlesex
